key,profile_1,profile_2,prediction_original,predicted_name,original_logprob_1,original_logprob_2,original_logprob_3,original_prob_1,original_prob_2,original_prob_3,original_choice_margin,probability_method,question_region,question_region_start,question_region_end,n_spans,n_delete_uncertain,n_delete_person_flips,n_informative_deletions,n_valid_negations,predicted_hallucination,decision,correct_option_eval_only,wrong_option_eval_only,rgt_ans_eval_only,wrg_ans_eval_only,true_hallucination,candidate_index,candidate_text,span_start,span_end,local_span_start,local_span_end,deleted_prompt,delete_prediction,delete_logprob_1,delete_logprob_2,delete_logprob_3,delete_prob_1,delete_prob_2,delete_prob_3,delete_choice_margin,delete_uncertain,delete_person_flip,delete_same_as_original,delete_flip,delete_original_choice_logprob_delta,deletion_stage_pass,deletion_stage_reason,selected_for_negation,negated_sentence,negated_prompt,rewrite_valid,negation_notes,negation_prediction,negation_logprob_1,negation_logprob_2,negation_logprob_3,negation_prob_1,negation_prob_2,negation_prob_3,negation_choice_margin,negation_uncertain,negation_person_flip,negation_same_as_original,negation_flip,negation_original_choice_logprob_delta,method_consistent,containing_sentence,sentence_start,sentence_end
question_0000,Emmanuelle Charpentier,Christiane Nüsslein-Volhard,2,Christiane Nüsslein-Volhard,-3.0910424533583156,-0.04652001563489282,,0.045454545454545456,0.9545454545454546,,3.044522437723423,sampling,"This biochemist, geneticist, and university teacher has made remarkable contributions to science. Throughout their distinguished career, they have been honored with the Otto Warburg Medal, the Gottfried Wilhelm Leibniz Prize, and the Louis-Jeantet Prize for Medicine. Elected as a Foreign Member of the Royal Society and a Fellow of the American Academy of Arts and Sciences, they were also awarded the Pour le Mérite for Sciences and Arts order and an honorary doctorate from the University of Cambridge. However, they were never awarded the Nobel Prize in Physiology or Medicine. ",112,694,15,0,0,0,0,False,no_delete_uncertain_or_person_flip,1,2,Emmanuelle Charpentier,Christiane Nüsslein-Volhard,True,0,"This biochemist, geneticist",112,139,0,27,"Follow the evaluation answer protocol below.
1. Emmanuelle Charpentier
2. Christiane Nüsslein-Volhard
Question:
, and university teacher has made remarkable contributions to science. Throughout their distinguished career, they have been honored with the Otto Warburg Medal, the Gottfried Wilhelm Leibniz Prize, and the Louis-Jeantet Prize for Medicine. Elected as a Foreign Member of the Royal Society and a Fellow of the American Academy of Arts and Sciences, they were also awarded the Pour le Mérite for Sciences and Arts order and an honorary doctorate from the University of Cambridge. However, they were never awarded the Nobel Prize in Physiology or Medicine. Who is this person?

Evaluation answer protocol:
1 = Emmanuelle Charpentier
2 = Christiane Nüsslein-Volhard
3 = the information in the question does not uniquely identify one of the two people
Output only one digit: 1, 2, or 3.",2,-3.1354942159291497,-0.24512245803298496,-1.749199854809259,0.043478260869565216,0.782608695652174,0.17391304347826086,1.5040773967762742,False,False,True,False,-0.19860244239809216,False,deletion neither uncertain nor person flip,False,,,,deletion neither uncertain nor person flip,,,,,,,,,,,,,,,,,
question_0000,Emmanuelle Charpentier,Christiane Nüsslein-Volhard,2,Christiane Nüsslein-Volhard,-3.0910424533583156,-0.04652001563489282,,0.045454545454545456,0.9545454545454546,,3.044522437723423,sampling,"This biochemist, geneticist, and university teacher has made remarkable contributions to science. Throughout their distinguished career, they have been honored with the Otto Warburg Medal, the Gottfried Wilhelm Leibniz Prize, and the Louis-Jeantet Prize for Medicine. Elected as a Foreign Member of the Royal Society and a Fellow of the American Academy of Arts and Sciences, they were also awarded the Pour le Mérite for Sciences and Arts order and an honorary doctorate from the University of Cambridge. However, they were never awarded the Nobel Prize in Physiology or Medicine. ",112,694,15,0,0,0,0,False,no_delete_uncertain_or_person_flip,1,2,Emmanuelle Charpentier,Christiane Nüsslein-Volhard,True,1,and university teacher has made remarkable contributions to science.,141,209,29,97,"Follow the evaluation answer protocol below.
1. Emmanuelle Charpentier
2. Christiane Nüsslein-Volhard
Question:
This biochemist, geneticist,  Throughout their distinguished career, they have been honored with the Otto Warburg Medal, the Gottfried Wilhelm Leibniz Prize, and the Louis-Jeantet Prize for Medicine. Elected as a Foreign Member of the Royal Society and a Fellow of the American Academy of Arts and Sciences, they were also awarded the Pour le Mérite for Sciences and Arts order and an honorary doctorate from the University of Cambridge. However, they were never awarded the Nobel Prize in Physiology or Medicine. Who is this person?

Evaluation answer protocol:
1 = Emmanuelle Charpentier
2 = Christiane Nüsslein-Volhard
3 = the information in the question does not uniquely identify one of the two people
Output only one digit: 1, 2, or 3.",2,-3.1354942159291497,-0.09097177820572676,-3.1354942159291497,0.043478260869565216,0.9130434782608695,0.043478260869565216,3.044522437723423,False,False,True,False,-0.04445176257083394,False,deletion neither uncertain nor person flip,False,,,,deletion neither uncertain nor person flip,,,,,,,,,,,,,,,,,
question_0000,Emmanuelle Charpentier,Christiane Nüsslein-Volhard,2,Christiane Nüsslein-Volhard,-3.0910424533583156,-0.04652001563489282,,0.045454545454545456,0.9545454545454546,,3.044522437723423,sampling,"This biochemist, geneticist, and university teacher has made remarkable contributions to science. Throughout their distinguished career, they have been honored with the Otto Warburg Medal, the Gottfried Wilhelm Leibniz Prize, and the Louis-Jeantet Prize for Medicine. Elected as a Foreign Member of the Royal Society and a Fellow of the American Academy of Arts and Sciences, they were also awarded the Pour le Mérite for Sciences and Arts order and an honorary doctorate from the University of Cambridge. However, they were never awarded the Nobel Prize in Physiology or Medicine. ",112,694,15,0,0,0,0,False,no_delete_uncertain_or_person_flip,1,2,Emmanuelle Charpentier,Christiane Nüsslein-Volhard,True,2,Throughout their distinguished career,210,247,98,135,"Follow the evaluation answer protocol below.
1. Emmanuelle Charpentier
2. Christiane Nüsslein-Volhard
Question:
This biochemist, geneticist, and university teacher has made remarkable contributions to science. , they have been honored with the Otto Warburg Medal, the Gottfried Wilhelm Leibniz Prize, and the Louis-Jeantet Prize for Medicine. Elected as a Foreign Member of the Royal Society and a Fellow of the American Academy of Arts and Sciences, they were also awarded the Pour le Mérite for Sciences and Arts order and an honorary doctorate from the University of Cambridge. However, they were never awarded the Nobel Prize in Physiology or Medicine. Who is this person?

Evaluation answer protocol:
1 = Emmanuelle Charpentier
2 = Christiane Nüsslein-Volhard
3 = the information in the question does not uniquely identify one of the two people
Output only one digit: 1, 2, or 3.",2,-3.1354942159291497,-0.09097177820572676,-3.1354942159291497,0.043478260869565216,0.9130434782608695,0.043478260869565216,3.044522437723423,False,False,True,False,-0.04445176257083394,False,deletion neither uncertain nor person flip,False,,,,deletion neither uncertain nor person flip,,,,,,,,,,,,,,,,,
question_0000,Emmanuelle Charpentier,Christiane Nüsslein-Volhard,2,Christiane Nüsslein-Volhard,-3.0910424533583156,-0.04652001563489282,,0.045454545454545456,0.9545454545454546,,3.044522437723423,sampling,"This biochemist, geneticist, and university teacher has made remarkable contributions to science. Throughout their distinguished career, they have been honored with the Otto Warburg Medal, the Gottfried Wilhelm Leibniz Prize, and the Louis-Jeantet Prize for Medicine. Elected as a Foreign Member of the Royal Society and a Fellow of the American Academy of Arts and Sciences, they were also awarded the Pour le Mérite for Sciences and Arts order and an honorary doctorate from the University of Cambridge. However, they were never awarded the Nobel Prize in Physiology or Medicine. ",112,694,15,0,0,0,0,False,no_delete_uncertain_or_person_flip,1,2,Emmanuelle Charpentier,Christiane Nüsslein-Volhard,True,3,they have been honored,249,271,137,159,"Follow the evaluation answer protocol below.
1. Emmanuelle Charpentier
2. Christiane Nüsslein-Volhard
Question:
This biochemist, geneticist, and university teacher has made remarkable contributions to science. Throughout their distinguished career,  with the Otto Warburg Medal, the Gottfried Wilhelm Leibniz Prize, and the Louis-Jeantet Prize for Medicine. Elected as a Foreign Member of the Royal Society and a Fellow of the American Academy of Arts and Sciences, they were also awarded the Pour le Mérite for Sciences and Arts order and an honorary doctorate from the University of Cambridge. However, they were never awarded the Nobel Prize in Physiology or Medicine. Who is this person?

Evaluation answer protocol:
1 = Emmanuelle Charpentier
2 = Christiane Nüsslein-Volhard
3 = the information in the question does not uniquely identify one of the two people
Output only one digit: 1, 2, or 3.",2,-3.1354942159291497,-0.09097177820572676,-3.1354942159291497,0.043478260869565216,0.9130434782608695,0.043478260869565216,3.044522437723423,False,False,True,False,-0.04445176257083394,False,deletion neither uncertain nor person flip,False,,,,deletion neither uncertain nor person flip,,,,,,,,,,,,,,,,,
question_0000,Emmanuelle Charpentier,Christiane Nüsslein-Volhard,2,Christiane Nüsslein-Volhard,-3.0910424533583156,-0.04652001563489282,,0.045454545454545456,0.9545454545454546,,3.044522437723423,sampling,"This biochemist, geneticist, and university teacher has made remarkable contributions to science. Throughout their distinguished career, they have been honored with the Otto Warburg Medal, the Gottfried Wilhelm Leibniz Prize, and the Louis-Jeantet Prize for Medicine. Elected as a Foreign Member of the Royal Society and a Fellow of the American Academy of Arts and Sciences, they were also awarded the Pour le Mérite for Sciences and Arts order and an honorary doctorate from the University of Cambridge. However, they were never awarded the Nobel Prize in Physiology or Medicine. ",112,694,15,0,0,0,0,False,no_delete_uncertain_or_person_flip,1,2,Emmanuelle Charpentier,Christiane Nüsslein-Volhard,True,4,with the Otto Warburg Medal,272,299,160,187,"Follow the evaluation answer protocol below.
1. Emmanuelle Charpentier
2. Christiane Nüsslein-Volhard
Question:
This biochemist, geneticist, and university teacher has made remarkable contributions to science. Throughout their distinguished career, they have been honored , the Gottfried Wilhelm Leibniz Prize, and the Louis-Jeantet Prize for Medicine. Elected as a Foreign Member of the Royal Society and a Fellow of the American Academy of Arts and Sciences, they were also awarded the Pour le Mérite for Sciences and Arts order and an honorary doctorate from the University of Cambridge. However, they were never awarded the Nobel Prize in Physiology or Medicine. Who is this person?

Evaluation answer protocol:
1 = Emmanuelle Charpentier
2 = Christiane Nüsslein-Volhard
3 = the information in the question does not uniquely identify one of the two people
Output only one digit: 1, 2, or 3.",2,-3.1354942159291497,-0.13976194237515874,-2.4423470353692043,0.043478260869565216,0.8695652173913043,0.08695652173913043,2.3025850929940455,False,False,True,False,-0.09324192674026592,False,deletion neither uncertain nor person flip,False,,,,deletion neither uncertain nor person flip,,,,,,,,,,,,,,,,,
question_0000,Emmanuelle Charpentier,Christiane Nüsslein-Volhard,2,Christiane Nüsslein-Volhard,-3.0910424533583156,-0.04652001563489282,,0.045454545454545456,0.9545454545454546,,3.044522437723423,sampling,"This biochemist, geneticist, and university teacher has made remarkable contributions to science. Throughout their distinguished career, they have been honored with the Otto Warburg Medal, the Gottfried Wilhelm Leibniz Prize, and the Louis-Jeantet Prize for Medicine. Elected as a Foreign Member of the Royal Society and a Fellow of the American Academy of Arts and Sciences, they were also awarded the Pour le Mérite for Sciences and Arts order and an honorary doctorate from the University of Cambridge. However, they were never awarded the Nobel Prize in Physiology or Medicine. ",112,694,15,0,0,0,0,False,no_delete_uncertain_or_person_flip,1,2,Emmanuelle Charpentier,Christiane Nüsslein-Volhard,True,5,the Gottfried Wilhelm Leibniz Prize,301,336,189,224,"Follow the evaluation answer protocol below.
1. Emmanuelle Charpentier
2. Christiane Nüsslein-Volhard
Question:
This biochemist, geneticist, and university teacher has made remarkable contributions to science. Throughout their distinguished career, they have been honored with the Otto Warburg Medal, , and the Louis-Jeantet Prize for Medicine. Elected as a Foreign Member of the Royal Society and a Fellow of the American Academy of Arts and Sciences, they were also awarded the Pour le Mérite for Sciences and Arts order and an honorary doctorate from the University of Cambridge. However, they were never awarded the Nobel Prize in Physiology or Medicine. Who is this person?

Evaluation answer protocol:
1 = Emmanuelle Charpentier
2 = Christiane Nüsslein-Volhard
3 = the information in the question does not uniquely identify one of the two people
Output only one digit: 1, 2, or 3.",2,-3.1354942159291497,-0.19105523676270922,-2.03688192726104,0.043478260869565216,0.8260869565217391,0.13043478260869565,1.845826690498331,False,False,True,False,-0.14453522112781642,False,deletion neither uncertain nor person flip,False,,,,deletion neither uncertain nor person flip,,,,,,,,,,,,,,,,,
question_0000,Emmanuelle Charpentier,Christiane Nüsslein-Volhard,2,Christiane Nüsslein-Volhard,-3.0910424533583156,-0.04652001563489282,,0.045454545454545456,0.9545454545454546,,3.044522437723423,sampling,"This biochemist, geneticist, and university teacher has made remarkable contributions to science. Throughout their distinguished career, they have been honored with the Otto Warburg Medal, the Gottfried Wilhelm Leibniz Prize, and the Louis-Jeantet Prize for Medicine. Elected as a Foreign Member of the Royal Society and a Fellow of the American Academy of Arts and Sciences, they were also awarded the Pour le Mérite for Sciences and Arts order and an honorary doctorate from the University of Cambridge. However, they were never awarded the Nobel Prize in Physiology or Medicine. ",112,694,15,0,0,0,0,False,no_delete_uncertain_or_person_flip,1,2,Emmanuelle Charpentier,Christiane Nüsslein-Volhard,True,6,and the Louis-Jeantet Prize for Medicine.,338,379,226,267,"Follow the evaluation answer protocol below.
1. Emmanuelle Charpentier
2. Christiane Nüsslein-Volhard
Question:
This biochemist, geneticist, and university teacher has made remarkable contributions to science. Throughout their distinguished career, they have been honored with the Otto Warburg Medal, the Gottfried Wilhelm Leibniz Prize,  Elected as a Foreign Member of the Royal Society and a Fellow of the American Academy of Arts and Sciences, they were also awarded the Pour le Mérite for Sciences and Arts order and an honorary doctorate from the University of Cambridge. However, they were never awarded the Nobel Prize in Physiology or Medicine. Who is this person?

Evaluation answer protocol:
1 = Emmanuelle Charpentier
2 = Christiane Nüsslein-Volhard
3 = the information in the question does not uniquely identify one of the two people
Output only one digit: 1, 2, or 3.",2,-3.1354942159291497,-0.13976194237515874,-2.4423470353692043,0.043478260869565216,0.8695652173913043,0.08695652173913043,2.3025850929940455,False,False,True,False,-0.09324192674026592,False,deletion neither uncertain nor person flip,False,,,,deletion neither uncertain nor person flip,,,,,,,,,,,,,,,,,
question_0000,Emmanuelle Charpentier,Christiane Nüsslein-Volhard,2,Christiane Nüsslein-Volhard,-3.0910424533583156,-0.04652001563489282,,0.045454545454545456,0.9545454545454546,,3.044522437723423,sampling,"This biochemist, geneticist, and university teacher has made remarkable contributions to science. Throughout their distinguished career, they have been honored with the Otto Warburg Medal, the Gottfried Wilhelm Leibniz Prize, and the Louis-Jeantet Prize for Medicine. Elected as a Foreign Member of the Royal Society and a Fellow of the American Academy of Arts and Sciences, they were also awarded the Pour le Mérite for Sciences and Arts order and an honorary doctorate from the University of Cambridge. However, they were never awarded the Nobel Prize in Physiology or Medicine. ",112,694,15,0,0,0,0,False,no_delete_uncertain_or_person_flip,1,2,Emmanuelle Charpentier,Christiane Nüsslein-Volhard,True,7,Elected as a Foreign Member of the Royal Society,380,428,268,316,"Follow the evaluation answer protocol below.
1. Emmanuelle Charpentier
2. Christiane Nüsslein-Volhard
Question:
This biochemist, geneticist, and university teacher has made remarkable contributions to science. Throughout their distinguished career, they have been honored with the Otto Warburg Medal, the Gottfried Wilhelm Leibniz Prize, and the Louis-Jeantet Prize for Medicine.  and a Fellow of the American Academy of Arts and Sciences, they were also awarded the Pour le Mérite for Sciences and Arts order and an honorary doctorate from the University of Cambridge. However, they were never awarded the Nobel Prize in Physiology or Medicine. Who is this person?

Evaluation answer protocol:
1 = Emmanuelle Charpentier
2 = Christiane Nüsslein-Volhard
3 = the information in the question does not uniquely identify one of the two people
Output only one digit: 1, 2, or 3.",2,-3.1354942159291497,-0.3022808718729337,-1.5260563034950494,0.043478260869565216,0.7391304347826086,0.21739130434782608,1.2237754316221157,False,False,True,False,-0.25576085623804085,False,deletion neither uncertain nor person flip,False,,,,deletion neither uncertain nor person flip,,,,,,,,,,,,,,,,,
question_0000,Emmanuelle Charpentier,Christiane Nüsslein-Volhard,2,Christiane Nüsslein-Volhard,-3.0910424533583156,-0.04652001563489282,,0.045454545454545456,0.9545454545454546,,3.044522437723423,sampling,"This biochemist, geneticist, and university teacher has made remarkable contributions to science. Throughout their distinguished career, they have been honored with the Otto Warburg Medal, the Gottfried Wilhelm Leibniz Prize, and the Louis-Jeantet Prize for Medicine. Elected as a Foreign Member of the Royal Society and a Fellow of the American Academy of Arts and Sciences, they were also awarded the Pour le Mérite for Sciences and Arts order and an honorary doctorate from the University of Cambridge. However, they were never awarded the Nobel Prize in Physiology or Medicine. ",112,694,15,0,0,0,0,False,no_delete_uncertain_or_person_flip,1,2,Emmanuelle Charpentier,Christiane Nüsslein-Volhard,True,8,and a Fellow of the American Academy of Arts,429,473,317,361,"Follow the evaluation answer protocol below.
1. Emmanuelle Charpentier
2. Christiane Nüsslein-Volhard
Question:
This biochemist, geneticist, and university teacher has made remarkable contributions to science. Throughout their distinguished career, they have been honored with the Otto Warburg Medal, the Gottfried Wilhelm Leibniz Prize, and the Louis-Jeantet Prize for Medicine. Elected as a Foreign Member of the Royal Society  and Sciences, they were also awarded the Pour le Mérite for Sciences and Arts order and an honorary doctorate from the University of Cambridge. However, they were never awarded the Nobel Prize in Physiology or Medicine. Who is this person?

Evaluation answer protocol:
1 = Emmanuelle Charpentier
2 = Christiane Nüsslein-Volhard
3 = the information in the question does not uniquely identify one of the two people
Output only one digit: 1, 2, or 3.",2,-3.1354942159291497,-0.24512245803298496,-1.749199854809259,0.043478260869565216,0.782608695652174,0.17391304347826086,1.5040773967762742,False,False,True,False,-0.19860244239809216,False,deletion neither uncertain nor person flip,False,,,,deletion neither uncertain nor person flip,,,,,,,,,,,,,,,,,
question_0000,Emmanuelle Charpentier,Christiane Nüsslein-Volhard,2,Christiane Nüsslein-Volhard,-3.0910424533583156,-0.04652001563489282,,0.045454545454545456,0.9545454545454546,,3.044522437723423,sampling,"This biochemist, geneticist, and university teacher has made remarkable contributions to science. Throughout their distinguished career, they have been honored with the Otto Warburg Medal, the Gottfried Wilhelm Leibniz Prize, and the Louis-Jeantet Prize for Medicine. Elected as a Foreign Member of the Royal Society and a Fellow of the American Academy of Arts and Sciences, they were also awarded the Pour le Mérite for Sciences and Arts order and an honorary doctorate from the University of Cambridge. However, they were never awarded the Nobel Prize in Physiology or Medicine. ",112,694,15,0,0,0,0,False,no_delete_uncertain_or_person_flip,1,2,Emmanuelle Charpentier,Christiane Nüsslein-Volhard,True,9,and Sciences,474,486,362,374,"Follow the evaluation answer protocol below.
1. Emmanuelle Charpentier
2. Christiane Nüsslein-Volhard
Question:
This biochemist, geneticist, and university teacher has made remarkable contributions to science. Throughout their distinguished career, they have been honored with the Otto Warburg Medal, the Gottfried Wilhelm Leibniz Prize, and the Louis-Jeantet Prize for Medicine. Elected as a Foreign Member of the Royal Society and a Fellow of the American Academy of Arts , they were also awarded the Pour le Mérite for Sciences and Arts order and an honorary doctorate from the University of Cambridge. However, they were never awarded the Nobel Prize in Physiology or Medicine. Who is this person?

Evaluation answer protocol:
1 = Emmanuelle Charpentier
2 = Christiane Nüsslein-Volhard
3 = the information in the question does not uniquely identify one of the two people
Output only one digit: 1, 2, or 3.",2,-3.1354942159291497,-0.24512245803298496,-1.749199854809259,0.043478260869565216,0.782608695652174,0.17391304347826086,1.5040773967762742,False,False,True,False,-0.19860244239809216,False,deletion neither uncertain nor person flip,False,,,,deletion neither uncertain nor person flip,,,,,,,,,,,,,,,,,
